id,name,type_1,type_2,ability_1,ability_2,hidden_ability,classification,hp,attack,defense,special_attack,special_defense,speed,color,height(m),weight(kg),shape,habitat,egg_group_1,egg_group_2,held_items,is_legendary,flavor_text
720,Hoopa,psychic,ghost,magician,,,Mischief Pokémon,80,110,60,150,130,70,purple,0.5,9.0,arms,,no-eggs,,,False,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space. In its true form, it possess a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within. It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form. It gathers things it likes and passes them through its loop to teleport them to a secret place."
721,Volcanion,fire,water,water-absorb,,,Steam Pokémon,80,110,120,130,90,70,brown,1.7,195.0,quadruped,,no-eggs,,,False,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread. It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
722,Rowlet,grass,flying,overgrow,,long-reach,Grass Quill Pokémon,68,55,55,50,50,42,brown,0.3,1.5,wings,,flying,,,False,"It feels relaxed in tight, dark places and has been known to use its Trainer’s pocket or bag as a nest. During the day, it builds up energy via photosynthesis. At night, it flies silently through the sky, on the prowl for prey. Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks. At a distance, it launches its sharp feathers while flying about. If the enemy gets too close, Rowlet switches tactics and delivers vicious kicks. This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night. It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable."
723,Dartrix,grass,flying,overgrow,,long-reach,Blade Quill Pokémon,78,75,75,70,70,52,brown,0.7,16.0,wings,,flying,,,False,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle. This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you. It throws one knifelike feather after another at its enemies, and each one precisely strikes a weak point. These feathers are known as blade quills. Supremely sensitive to the presence of others, it can detect opponents standing behind it, flinging its sharp feathers to take them out. It throws sharp feathers called blade quills at enemies or prey. It seldom misses. It never slacks when it comes to the task of cleaning its feathers. Thorough preening keeps it looking spiffy and its blade quills nice and sharp."
724,Decidueye,grass,ghost,overgrow,,long-reach,Arrow Quill Pokémon,78,107,75,100,100,70,brown,1.6,36.6,wings,,flying,,,False,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic. In a tenth of a second, it can nock and fire an arrow quill, piercing an opponent’s weak point before they notice what’s happening. As if wielding a bow, it launches the arrow quills hidden among the feathers of its wings. Decidueye’s shots never miss. Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye. It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards. It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus."
725,Litten,fire,,blaze,,intimidate,Fire Cat Pokémon,45,65,40,60,40,70,red,0.4,4.3,quadruped,,ground,,,False,"Its coat regrows twice a year. When the time comes, Litten sets its own body on fire and burns away the old fur. If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no. It spends even the smallest amount of downtime grooming its fur with its tongue. Loose fur gathers in its stomach and serves as fuel for fiery moves. While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs. It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude. Trying to pet Litten before it trusts you will result in a nasty scratch from its sharp claws. Be careful."
726,Torracat,fire,,blaze,,intimidate,Fire Cat Pokémon,65,85,50,80,50,90,red,0.7,25.0,quadruped,,ground,,,False,"When its mane is standing on end, you can tell it’s feeling good. When it isn’t feeling well, its fur will lie down flat. At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire. It boasts powerful front legs. With a single punch, it can bend an iron bar right over. It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches. In the midst of battle, the fire pouch on Torracat’s neck rings like a bell and produces stronger flames than usual. When facing a powerful enemy, Torracat’s fighting spirit gets pumped up, and its fire bell blazes hotter."
727,Incineroar,fire,dark,blaze,,intimidate,Heel Pokémon,95,115,90,80,90,60,red,1.8,83.0,upright,,ground,,,False,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel. When its fighting spirit is set alight, the flames around its waist become especially intense. This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance. Incineroar’s rough and aggressive behavior is its most notable trait, but the way it helps out small Pokémon shows that it has a kind side as well. It excels at violent, no-holds-barred battles. The temperature of the flames that issue from its navel exceeds 3,600 degrees Fahrenheit. Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
728,Popplio,water,,torrent,,liquid-voice,Sea Lion Pokémon,50,54,54,66,56,40,blue,0.4,7.5,fish,,water1,ground,,False,"This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles. This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker. Popplio gets on top of its bouncy water balloons to jump higher. It’s quite the acrobatic fighter! If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills. The balloons it inflates with its nose grow larger and larger as it practices day by day. It creates special bouncy balloons to send at its opponents. When the balloons pop, the sheer force of their bursting is what deals damage."
729,Brionne,water,,torrent,,liquid-voice,Pop Star Pokémon,60,69,69,91,81,50,blue,0.6,17.5,fish,,water1,ground,,False,"On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them. It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance. A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies. It attacks by smacking its enemies with the exploding water balloons that it creates. It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help. As if dancing, it artfully dodges the attacks of its enemies. All the while, it’s busy forming a bunch of balloons to overwhelm its foes."
730,Primarina,water,fairy,torrent,,liquid-voice,Soloist Pokémon,80,74,74,126,116,60,blue,1.8,44.0,fish,,water1,ground,,False,"Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song. With its mouth, it makes sonic waves that sound like beautiful singing. It uses the sonic waves to control its water balloons. Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs. To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing. For Primarina, every battle’s a stage. Its singing and the dancing of its balloons will mesmerize the audience. It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next."
